start_time,end_time,tweet_Count
2022-06-21T00:00:00.000Z,2022-06-22T00:00:00.000Z,8317
2022-06-22T00:00:00.000Z,2022-06-23T00:00:00.000Z,10754
2022-06-23T00:00:00.000Z,2022-06-24T00:00:00.000Z,9851
2022-06-24T00:00:00.000Z,2022-06-25T00:00:00.000Z,7924
2022-06-25T00:00:00.000Z,2022-06-26T00:00:00.000Z,5789
2022-06-26T00:00:00.000Z,2022-06-27T00:00:00.000Z,6160
2022-06-27T00:00:00.000Z,2022-06-28T00:00:00.000Z,6604
2022-06-28T00:00:00.000Z,2022-06-29T00:00:00.000Z,7847
2022-06-29T00:00:00.000Z,2022-06-30T00:00:00.000Z,7810
2022-05-02T00:00:00.000Z,2022-05-03T00:00:00.000Z,10573
2022-05-03T00:00:00.000Z,2022-05-04T00:00:00.000Z,8963
2022-05-04T00:00:00.000Z,2022-05-05T00:00:00.000Z,10114
2022-05-05T00:00:00.000Z,2022-05-06T00:00:00.000Z,9779
2022-05-06T00:00:00.000Z,2022-05-07T00:00:00.000Z,9442
2022-05-07T00:00:00.000Z,2022-05-08T00:00:00.000Z,7119
2022-05-08T00:00:00.000Z,2022-05-09T00:00:00.000Z,6866
2022-05-09T00:00:00.000Z,2022-05-10T00:00:00.000Z,7640
2022-05-10T00:00:00.000Z,2022-05-11T00:00:00.000Z,7882
2022-05-11T00:00:00.000Z,2022-05-12T00:00:00.000Z,8543
2022-05-12T00:00:00.000Z,2022-05-13T00:00:00.000Z,10031
2022-05-13T00:00:00.000Z,2022-05-14T00:00:00.000Z,9947
2022-05-14T00:00:00.000Z,2022-05-15T00:00:00.000Z,8281
2022-05-15T00:00:00.000Z,2022-05-16T00:00:00.000Z,7788
2022-05-16T00:00:00.000Z,2022-05-17T00:00:00.000Z,9138
2022-05-17T00:00:00.000Z,2022-05-18T00:00:00.000Z,10000
2022-05-18T00:00:00.000Z,2022-05-19T00:00:00.000Z,10537
2022-05-19T00:00:00.000Z,2022-05-20T00:00:00.000Z,11388
2022-05-20T00:00:00.000Z,2022-05-21T00:00:00.000Z,12725
2022-05-21T00:00:00.000Z,2022-05-22T00:00:00.000Z,8987
2022-05-22T00:00:00.000Z,2022-05-23T00:00:00.000Z,7374
2022-05-23T00:00:00.000Z,2022-05-24T00:00:00.000Z,8126
2022-05-24T00:00:00.000Z,2022-05-25T00:00:00.000Z,8043
2022-05-25T00:00:00.000Z,2022-05-26T00:00:00.000Z,6279
